Order_ID,Buyer_ID,Supplier_ID,Product_Category,Quantity_Ordered,Shipping_Mode,Order_Value_USD,Delay_Days,Disruption_Type,Disruption_Severity,Historical_Disruption_Count,Supplier_Reliability_Score,Organization_ID,Dominant_Buyer_Flag,Available_Historical_Records,Data_Sharing_Consent,Federated_Round,Parameter_Change_Magnitude,Communication_Cost_MB,Energy_Consumption_Joules,Supply_Risk_Flag,processing_time_days,transit_time_days,total_lead_time,resilience_score,resilience_label,risk_score
336,22,4,0,767,2,25544.92,1.0,2,0.0,11,0.81,15,0,464,1,5,0.284,4.7,295.15,1,3,8.0,11,49.824,Medium,12.519
337,15,25,4,415,0,11432.21,0.0,1,0.0,0,0.65,4,0,852,1,7,0.2707,1.93,113.26,0,2,2.0,4,60.260000000000005,Medium,9.935
338,48,29,2,78,2,2427.03,1.0,3,0.0,7,0.66,2,1,680,1,9,0.2071,4.73,441.36,1,3,4.0,7,53.364,Medium,11.734000000000002
339,45,18,4,321,1,2282.93,0.0,1,0.0,4,0.54,15,0,998,1,4,0.0892,2.16,354.15,0,4,1.0,5,56.616,Medium,10.746
340,44,16,0,298,0,9173.48,0.0,1,0.0,14,0.67,12,1,137,1,9,0.068,0.74,497.14,0,2,8.0,10,47.668,Medium,12.733
341,14,26,4,771,2,43405.13,3.0,0,0.0,0,0.93,0,1,711,1,10,0.3827,3.93,91.44,1,4,9.0,13,58.572,Medium,11.107
342,47,2,1,557,3,14482.7,3.0,0,0.0,0,0.62,7,0,918,1,9,0.4645,3.67,158.3,1,3,4.0,7,58.448,Medium,11.138000000000002
343,26,13,4,760,2,47547.73,2.0,3,0.0,9,0.85,11,0,552,1,4,0.2346,3.19,444.72,1,1,3.0,4,51.03999999999999,Medium,12.515
344,31,19,3,157,0,29290.3,2.0,0,0.0,9,0.81,12,0,907,1,3,0.3331,2.7,227.86,1,2,4.0,6,51.024,Medium,12.519
345,43,25,3,476,3,22112.4,1.0,3,0.0,14,0.93,16,0,368,1,2,0.4581,0.64,259.84,1,4,6.0,10,47.172,Medium,13.107
346,17,17,1,748,2,29214.4,1.0,3,0.0,16,0.57,0,0,536,1,9,0.0542,3.31,437.29,1,4,5.0,9,45.228,Medium,13.543000000000001
347,39,8,0,253,2,26076.57,0.0,1,0.0,5,0.99,11,1,322,1,2,0.3875,2.38,284.82,0,3,7.0,10,55.896,Medium,10.901000000000002
348,25,17,3,500,2,38059.42,1.0,2,0.0,2,0.79,11,1,84,1,6,0.3122,3.02,137.06,1,1,7.0,8,57.916,Medium,10.721
349,48,0,2,858,2,14483.56,0.0,1,0.0,12,1.0,4,0,555,1,5,0.3033,2.43,451.41,0,1,6.0,7,49.599999999999994,Medium,12.3
350,37,15,3,967,2,17975.99,7.0,4,0.0,15,0.96,17,0,880,1,5,0.1533,4.85,63.98,1,2,14.0,16,42.684,Medium,15.704000000000002
351,49,26,3,516,3,44757.67,0.0,1,0.0,7,0.61,13,1,205,1,4,0.3451,3.22,452.93,0,2,5.0,7,53.944,Medium,11.339
352,16,17,0,374,1,47349.6,0.0,1,0.0,14,0.53,17,0,852,1,6,0.3995,3.87,72.73,0,4,5.0,9,47.611999999999995,Medium,12.747000000000002
353,42,10,4,491,3,44681.63,0.0,1,0.0,16,0.63,0,1,38,1,5,0.0653,4.71,349.63,0,1,1.0,2,45.852,Medium,13.137
354,10,23,3,210,3,21262.68,2.0,2,0.0,16,0.76,18,0,715,1,4,0.2714,3.16,82.26,1,3,5.0,8,44.70399999999999,Medium,13.924
355,44,13,1,163,3,39128.09,7.5,3,0.0,12,0.59,18,0,25,1,9,0.0596,0.55,367.8,1,2,16.0,18,43.436,Medium,16.341
356,33,18,4,459,1,24078.62,0.0,1,0.0,16,0.58,18,1,432,1,6,0.4376,0.65,65.29,0,3,3.0,6,45.832,Medium,13.142
357,6,23,2,510,0,25128.22,3.0,0,0.0,5,0.73,6,0,598,1,10,0.2587,3.66,429.11,1,2,10.0,12,53.992000000000004,Medium,12.126999999999999
358,48,16,0,82,1,10631.67,0.0,1,0.0,16,0.52,16,1,814,1,10,0.4059,1.76,259.67,0,1,1.0,2,45.808,Medium,13.148
359,38,18,2,722,3,29760.95,2.0,2,0.0,15,0.56,16,1,602,1,10,0.1904,3.11,92.05,1,1,10.0,11,45.524,Medium,13.744
360,19,14,4,305,2,9713.73,5.0,4,0.0,13,0.71,15,0,414,1,3,0.0713,1.41,368.07,1,4,11.0,15,45.584,Medium,14.529000000000002
361,14,18,4,26,2,16912.45,1.0,4,0.0,12,0.53,5,0,949,1,10,0.0303,1.72,270.18,1,4,8.0,12,48.812,Medium,12.747000000000002
362,27,22,4,650,3,42823.99,0.0,1,0.0,5,0.7,1,1,645,1,6,0.1479,2.77,135.93,0,1,4.0,5,55.78,Medium,10.93
363,41,20,2,226,2,10750.25,3.0,3,0.0,2,0.74,13,1,540,1,1,0.1297,4.89,57.05,1,3,7.0,10,56.696,Medium,11.526000000000002
364,13,24,4,70,3,4022.34,0.0,1,0.0,13,0.73,6,0,976,1,5,0.2846,3.27,238.1,0,2,7.0,9,48.592,Medium,12.527
365,25,1,2,948,2,3915.88,0.0,1,0.0,13,0.93,9,1,623,1,10,0.0207,4.71,88.53,0,4,4.0,8,48.672,Medium,12.507
366,23,21,4,625,1,47068.83,7.0,2,0.0,14,0.77,7,0,913,1,6,0.2651,4.82,92.38,1,4,13.0,17,43.507999999999996,Medium,15.523000000000003
367,43,19,1,51,0,25592.56,0.0,1,0.0,7,0.73,6,0,86,1,8,0.202,1.44,170.3,0,4,7.0,11,53.992000000000004,Medium,11.327
368,16,0,4,34,0,20765.9,0.0,1,0.0,14,0.71,17,1,238,1,9,0.2928,1.9,333.71,0,4,6.0,10,47.684,Medium,12.729000000000003
369,0,27,2,48,1,40638.49,0.0,1,0.0,12,0.91,15,0,971,1,3,0.3542,3.96,288.46,0,1,4.0,5,49.564,Medium,12.309000000000001
370,33,15,3,812,1,41873.38,0.0,1,0.0,16,0.95,0,1,306,1,2,0.3207,4.4,81.04,0,3,2.0,5,45.98,Medium,13.105
371,15,8,4,140,3,16943.46,0.0,1,0.0,2,0.93,15,0,519,1,4,0.4925,2.84,485.79,0,3,1.0,4,58.572,Medium,10.307
372,5,4,3,507,3,34834.09,5.0,4,0.0,5,0.84,4,0,724,1,8,0.0778,4.97,449.23,1,3,9.0,12,52.836,Medium,12.916
373,37,18,1,238,3,38670.58,0.0,1,0.0,4,0.57,5,0,993,1,8,0.2206,0.55,166.65,0,4,1.0,5,56.628,Medium,10.743000000000002
374,49,16,0,117,2,32905.21,5.0,0,0.0,16,0.64,9,0,975,1,3,0.2182,1.85,105.05,1,3,7.0,10,42.856,Medium,15.136
375,27,13,1,181,3,8003.96,3.0,0,0.0,1,0.52,4,0,582,1,4,0.2144,3.3,474.08,1,1,10.0,11,57.507999999999996,Medium,11.348
376,7,19,4,444,1,43856.21,0.0,1,0.0,14,0.97,4,0,547,1,3,0.3353,2.61,257.51,0,3,6.0,9,47.788,Medium,12.703000000000001
377,29,22,3,487,0,27185.18,0.0,1,0.0,4,0.83,8,0,592,1,10,0.25,1.02,190.03,0,3,1.0,4,56.732,Medium,10.717000000000002
378,42,1,3,111,2,14482.39,5.0,3,0.0,19,0.87,2,0,624,1,2,0.2635,2.16,270.66,1,3,13.0,16,40.248,Medium,15.713000000000001
379,21,0,2,875,3,21548.8,0.0,1,0.0,5,0.66,0,0,988,1,4,0.2219,0.61,397.73,0,3,8.0,11,55.763999999999996,Medium,10.934000000000001
380,45,27,3,533,2,2359.77,0.0,1,0.0,5,0.92,4,1,335,1,6,0.4959,3.39,125.77,0,4,5.0,9,55.867999999999995,Medium,10.908000000000001
381,41,23,2,284,2,6829.41,3.0,3,0.0,17,0.63,0,0,372,1,5,0.4645,4.52,395.37,1,3,12.0,15,43.152,Medium,14.537000000000003
382,28,8,0,622,3,38394.56,7.5,3,0.0,17,0.5,1,0,678,1,3,0.1608,4.48,387.25,1,2,15.0,17,38.9,Low,16.590875
383,30,23,4,53,2,500.58,1.0,0,0.0,3,0.69,19,0,884,1,2,0.0647,3.65,292.71,1,1,3.0,4,56.976,Medium,10.931000000000001
384,7,8,2,964,0,21120.01,5.0,2,0.0,16,0.79,0,0,368,1,9,0.4215,2.6,439.63,1,2,14.0,16,42.916,Medium,15.120999999999999
385,27,28,0,826,1,26364.25,0.0,1,0.0,13,0.74,11,0,715,1,1,0.4986,2.8,109.46,0,3,2.0,5,48.596000000000004,Medium,12.526000000000002
386,27,5,3,966,1,3204.4,0.0,1,0.0,13,0.93,9,0,796,1,9,0.1534,1.12,317.97,0,4,1.0,5,48.672,Medium,12.507
387,8,26,3,26,0,48667.37,1.0,4,0.0,12,0.55,4,0,333,1,1,0.1853,2.03,252.2,1,3,3.0,6,48.81999999999999,Medium,12.745000000000001
388,35,7,0,339,2,11693.2,0.0,1,0.0,6,0.78,1,1,707,1,7,0.4714,1.34,240.03,0,4,2.0,6,54.912,Medium,11.122
389,36,0,3,578,3,15557.84,0.0,1,0.0,11,0.76,4,1,335,1,6,0.3585,4.2,163.65,0,4,3.0,7,50.403999999999996,Medium,12.123999999999999
390,36,8,0,832,2,15545.15,0.0,1,0.0,14,0.64,5,0,634,1,7,0.1549,4.62,217.53,0,3,5.0,8,47.656,Medium,12.736
391,16,11,2,506,0,11905.62,0.0,1,0.0,18,0.91,0,0,834,1,3,0.2947,2.92,98.67,0,1,8.0,9,44.164,Medium,13.509
392,12,10,2,824,2,572.95,5.0,3,0.0,10,0.88,17,0,174,1,3,0.4727,3.77,163.22,1,1,10.0,11,48.352000000000004,Medium,13.912
393,14,22,0,21,1,36602.57,1.0,2,0.0,14,0.87,17,0,582,1,1,0.4078,1.05,172.38,1,1,9.0,10,47.147999999999996,Medium,13.113
394,21,7,2,327,2,48358.85,7.5,2,0.0,11,0.94,18,0,613,1,4,0.3735,3.24,374.3,1,4,16.5,21,44.476,Medium,16.106
395,3,16,2,601,0,11602.53,0.0,1,0.0,2,0.86,10,0,807,1,2,0.3711,3.66,71.85,0,3,3.0,6,58.544,Medium,10.314000000000002
396,43,19,2,225,1,33320.84,0.0,1,0.0,16,0.62,16,0,464,1,10,0.0972,2.54,343.04,0,3,6.0,9,45.848,Medium,13.138000000000002
397,37,2,1,348,2,37223.87,0.0,1,0.0,2,0.85,9,0,978,1,8,0.4141,1.59,149.63,0,1,2.0,3,58.54,Medium,10.315000000000001
398,39,13,4,785,2,42497.06,0.0,1,0.0,18,0.65,8,0,162,1,3,0.1453,4.45,86.84,0,2,4.0,6,44.06,Medium,13.535
399,44,9,3,670,1,21420.15,0.0,1,0.0,19,0.62,10,0,746,1,7,0.4659,3.84,185.36,0,2,4.0,6,43.148,Medium,13.738000000000001
400,7,7,1,90,3,15495.08,1.0,3,0.0,3,0.54,18,0,136,1,7,0.1887,4.55,151.01,1,3,9.0,12,56.916,Medium,10.946
401,42,7,2,736,1,16602.11,3.0,4,0.0,2,0.87,4,0,202,1,9,0.4303,4.18,298.41,1,4,5.0,9,56.748,Medium,11.513
402,35,19,0,494,3,35774.76,0.0,1,0.0,15,0.86,15,0,636,1,6,0.1405,4.96,210.82,0,2,5.0,7,46.844,Medium,12.914000000000001
403,13,25,2,383,0,40930.58,0.0,1,0.0,11,0.62,12,0,783,1,1,0.2621,1.36,484.7,0,2,8.0,10,50.348,Medium,12.138000000000002
404,13,9,4,985,0,9489.89,7.0,4,0.0,7,0.87,1,0,539,1,8,0.0624,0.89,483.6,1,1,16.0,17,49.848,Medium,14.113
405,15,14,2,719,1,18861.58,3.0,4,0.0,16,0.96,0,0,19,1,1,0.3335,2.02,249.67,1,1,12.0,13,44.184,Medium,14.304000000000002
406,10,22,0,209,1,45146.04,1.0,4,0.0,6,0.55,10,0,101,1,3,0.4197,1.08,407.79,1,4,9.0,13,54.22,Medium,11.545
407,37,18,4,546,0,40431.33,3.0,0,0.0,10,0.62,4,0,148,1,5,0.362,2.85,55.97,1,2,8.0,10,49.448,Medium,13.138000000000002
408,5,20,2,475,3,49250.49,0.0,1,0.0,17,0.88,14,0,490,1,8,0.2664,3.35,296.52,0,3,8.0,11,45.052,Medium,13.312000000000001
409,3,28,4,98,0,37835.29,5.0,2,0.0,0,0.64,16,0,458,1,9,0.0321,3.1,384.48,1,1,9.0,10,57.256,Medium,11.936
410,1,4,3,277,1,19963.16,7.5,2,0.0,2,0.81,8,0,342,1,7,0.4674,1.67,147.62,1,4,15.0,19,52.524,Medium,14.319
411,20,17,3,664,0,29736.57,0.0,1,0.0,3,0.54,8,0,878,1,9,0.3557,4.59,77.53,0,2,3.0,5,57.516000000000005,Medium,10.546
412,21,8,2,580,1,33220.21,1.0,3,0.0,12,0.73,1,0,349,1,3,0.3755,0.6,120.16,1,2,2.0,4,48.891999999999996,Medium,12.727
413,41,2,4,931,1,4383.56,3.0,3,0.0,5,0.87,11,1,970,1,5,0.3994,2.07,248.83,1,1,8.0,9,54.048,Medium,12.113
414,8,13,0,498,0,27452.6,0.0,1,0.0,13,0.84,2,0,61,1,10,0.3764,3.74,277.87,0,2,9.0,11,48.635999999999996,Medium,12.516
415,20,13,2,886,3,35611.38,0.0,1,0.0,4,0.91,12,0,716,1,8,0.2261,3.95,221.4,0,4,2.0,6,56.763999999999996,Medium,10.709000000000001
416,18,7,3,547,2,8782.4,1.0,4,0.0,15,0.94,10,1,475,1,1,0.3695,2.37,247.99,1,3,7.0,10,46.275999999999996,Medium,13.306000000000001
417,3,0,3,56,0,39141.27,0.0,1,0.0,14,0.89,0,1,727,1,8,0.3163,0.58,261.61,0,1,7.0,8,47.756,Medium,12.711000000000002
418,30,29,2,297,2,29396.75,5.0,4,0.0,14,0.84,8,0,808,1,7,0.4285,3.28,396.25,1,4,14.0,18,44.736,Medium,14.716000000000001
419,39,0,4,787,0,47634.98,7.0,2,0.0,3,0.52,12,0,484,1,1,0.4032,0.78,97.36,1,3,13.0,16,53.308,Medium,13.348
420,47,1,3,25,2,2599.9,0.0,1,0.0,7,0.77,6,0,410,1,10,0.0303,0.99,396.03,0,1,2.0,3,54.007999999999996,Medium,11.323000000000002
421,9,7,4,720,3,13633.64,2.0,0,0.0,15,0.52,2,0,448,1,10,0.1957,3.43,359.88,1,3,6.0,9,45.507999999999996,Medium,13.748000000000001
422,23,20,3,410,3,30276.92,1.0,4,0.0,15,0.9,19,0,887,1,6,0.027,1.91,383.75,1,4,3.0,7,46.26,Medium,13.31
423,40,8,3,928,0,15179.72,0.0,1,0.0,3,0.66,4,0,614,1,1,0.06,2.07,380.51,0,2,6.0,8,57.564,Medium,10.534
424,18,17,1,803,1,35864.0,3.0,2,0.0,12,0.78,14,0,941,1,2,0.3047,2.69,261.77,1,4,12.0,16,47.712,Medium,13.522000000000002
425,26,21,3,990,2,38070.76,1.0,4,0.0,12,0.64,4,1,931,1,5,0.4382,4.9,145.13,1,1,6.0,7,48.855999999999995,Medium,12.736
426,21,23,0,95,1,5574.54,0.0,1,0.0,1,0.89,15,1,830,1,2,0.0687,4.84,291.48,0,1,9.0,10,59.456,Medium,10.111
427,15,4,2,259,1,25935.8,3.0,0,0.0,2,0.94,12,0,666,1,10,0.231,2.37,481.09,1,1,10.0,11,56.775999999999996,Medium,11.506
428,17,17,2,400,1,25690.08,7.5,4,0.0,7,0.7,18,0,607,1,1,0.4563,1.69,314.84,1,4,12.0,16,47.980000000000004,Medium,15.33
429,1,9,4,791,3,18779.4,1.0,4,0.0,14,0.93,8,0,518,1,6,0.409,1.86,54.97,1,4,7.0,11,47.172,Medium,13.107
430,19,16,3,344,0,46679.78,5.0,3,0.0,10,0.63,1,1,162,1,8,0.2646,1.71,76.87,1,4,12.0,16,48.251999999999995,Medium,13.937000000000001
431,3,12,0,638,0,41461.56,0.0,1,0.0,8,0.77,14,0,523,1,8,0.3881,2.9,496.79,0,1,6.0,7,53.108000000000004,Medium,11.523000000000001
432,8,9,4,528,3,35011.86,0.0,1,0.0,6,0.93,9,0,512,1,8,0.2661,3.23,82.38,0,3,7.0,10,54.971999999999994,Medium,11.107
433,17,5,1,146,3,35859.17,3.0,0,0.0,12,0.66,3,0,863,1,6,0.0875,2.7,70.72,1,1,8.0,9,47.664,Medium,13.534000000000002
434,34,29,4,892,0,23354.95,3.0,4,0.0,1,0.98,14,0,910,1,3,0.0711,2.34,208.86,1,3,10.0,13,57.69199999999999,Medium,11.302000000000001
435,5,2,4,697,1,46089.23,0.0,1,0.0,7,0.56,1,0,781,1,1,0.1023,1.45,486.19,0,4,8.0,12,53.924,Medium,11.344000000000001
436,8,15,3,849,2,34882.47,7.0,4,0.0,6,0.51,9,1,685,1,2,0.182,2.67,193.4,1,1,8.0,9,50.604,Medium,13.949
437,49,1,1,507,2,36584.56,7.5,2,0.0,11,0.95,1,0,15,1,5,0.466,2.03,234.45,1,2,15.0,17,44.48,Medium,16.105
438,0,16,4,836,2,43153.7,7.5,2,0.0,18,0.53,6,0,509,1,10,0.4018,2.94,335.33,1,4,16.0,20,38.012,Low,16.590875
439,41,17,0,736,1,14066.54,2.0,4,0.0,6,1.0,10,0,670,1,5,0.2221,3.54,60.85,1,4,9.0,13,53.8,Medium,11.9
440,46,19,0,486,0,40450.01,0.0,1,0.0,9,0.98,6,0,726,1,10,0.2516,3.35,453.99,0,1,4.0,5,52.292,Medium,11.702000000000002
441,26,24,2,603,3,10164.41,7.5,2,0.0,15,0.57,7,1,127,1,1,0.1401,2.58,283.75,1,4,15.0,19,40.728,Medium,16.590875
442,19,11,1,232,0,17594.43,1.0,3,0.0,2,0.77,12,1,494,1,1,0.3551,3.0,260.06,1,2,9.0,11,57.908,Medium,10.723000000000003
443,17,11,1,999,1,17112.72,5.0,2,0.0,9,0.59,17,1,610,1,9,0.4034,1.78,437.33,1,4,13.0,17,49.135999999999996,Medium,13.741
444,17,2,2,381,3,48937.01,0.0,1,0.0,5,0.71,9,1,675,1,2,0.1271,0.61,478.88,0,4,2.0,6,55.784,Medium,10.929000000000002
445,34,11,4,944,1,42898.59,2.0,0,0.0,17,0.53,12,0,960,1,7,0.0305,3.31,240.54,1,2,10.0,12,43.711999999999996,Medium,14.147000000000002
446,45,7,1,411,2,35207.91,0.0,1,0.0,17,0.61,16,0,688,1,10,0.3157,1.64,127.6,0,2,3.0,5,44.944,Medium,13.339
447,21,22,0,452,2,36489.31,7.5,2,0.0,4,0.68,2,0,477,1,4,0.2856,3.51,417.07,1,2,16.0,18,50.672,Medium,14.732
448,32,18,0,499,1,28322.6,0.0,1,0.0,6,0.72,4,1,170,1,7,0.207,3.86,231.47,0,4,4.0,8,54.888,Medium,11.128
449,21,27,3,624,3,47380.99,5.0,3,0.0,1,0.99,18,0,279,1,8,0.3255,4.62,471.0,1,1,8.0,9,56.495999999999995,Medium,12.101000000000003
450,47,15,1,282,3,25064.81,0.0,1,0.0,10,0.9,1,0,65,1,5,0.2798,4.81,477.45,0,2,8.0,10,51.36,Medium,11.91
451,5,20,4,535,0,19335.63,0.0,1,0.0,12,0.87,7,1,237,1,1,0.1328,0.55,101.67,0,4,3.0,7,49.548,Medium,12.313
452,1,10,2,168,2,8570.25,0.0,1,0.0,4,0.77,5,0,858,1,4,0.2049,4.96,480.45,0,1,2.0,3,56.708,Medium,10.723000000000003
453,41,13,2,161,0,39417.18,0.0,1,0.0,5,0.92,11,0,158,1,10,0.2198,3.57,215.72,0,4,1.0,5,55.867999999999995,Medium,10.908000000000001
454,41,10,4,629,0,36854.97,1.0,4,0.0,13,0.67,8,0,55,1,3,0.4413,3.4,340.81,1,4,2.0,6,47.968,Medium,12.933
455,38,17,3,197,1,19525.57,7.5,3,0.0,11,0.85,9,0,153,1,10,0.4808,0.57,65.64,1,3,11.0,14,44.44,Medium,16.115000000000002
456,19,14,2,822,1,1747.07,0.0,1,0.0,3,1.0,17,0,759,1,5,0.4476,4.38,450.0,0,2,8.0,10,57.7,Medium,10.5
457,35,25,1,107,0,42030.37,1.0,3,0.0,5,0.66,12,1,793,1,10,0.3624,1.15,338.72,1,1,5.0,6,55.164,Medium,11.334000000000001
458,12,5,3,140,2,1065.19,7.5,4,0.0,9,0.84,1,0,641,1,10,0.2966,4.27,339.6,1,2,13.0,15,46.236,Medium,15.716000000000001
459,48,21,1,814,1,35333.14,2.0,4,0.0,17,0.92,19,1,349,1,6,0.3477,0.57,455.98,1,2,11.0,13,43.867999999999995,Medium,14.108
460,23,0,0,180,0,48527.73,0.0,1,0.0,14,0.96,13,0,422,1,2,0.4702,3.41,278.76,0,3,2.0,5,47.784,Medium,12.704000000000002
461,26,29,3,945,0,22164.24,2.0,3,0.0,7,0.86,10,0,741,1,7,0.1325,2.46,234.73,1,4,9.0,13,52.843999999999994,Medium,12.114
462,34,18,2,995,0,12131.18,1.0,2,0.0,8,0.64,10,1,529,1,3,0.2722,1.4,439.76,1,2,3.0,5,52.456,Medium,11.936
463,25,5,3,192,0,35391.11,7.5,4,0.0,4,0.66,19,0,353,1,1,0.3479,0.98,384.09,1,1,16.0,17,50.664,Medium,14.734000000000002
464,34,2,3,992,0,40947.84,0.0,1,0.0,9,0.51,16,0,396,1,10,0.3428,2.48,477.04,0,4,8.0,12,52.104,Medium,11.749
465,31,11,3,373,0,27548.3,0.0,1,0.0,19,0.88,5,1,482,1,3,0.1336,1.05,473.05,0,3,6.0,9,43.252,Medium,13.712000000000002
466,29,16,3,48,1,48368.25,7.5,2,0.0,5,0.52,17,0,284,1,9,0.2975,2.69,222.05,1,3,14.0,17,49.708,Medium,14.948
467,21,1,1,536,2,3057.6,1.0,0,0.0,15,0.93,16,0,362,1,10,0.4,3.31,251.14,1,2,8.0,10,46.272,Medium,13.307
468,20,24,0,897,0,25487.38,3.0,3,0.0,2,0.56,17,0,75,1,6,0.2428,4.22,165.19,1,3,8.0,11,56.623999999999995,Medium,11.544
469,49,29,4,506,3,36063.47,0.0,1,0.0,9,0.59,2,0,88,1,6,0.3987,3.55,347.29,0,2,6.0,8,52.135999999999996,Medium,11.741000000000001
470,46,24,3,525,1,43200.7,0.0,1,0.0,10,0.74,3,0,607,1,4,0.1863,0.79,214.04,0,4,4.0,8,51.296,Medium,11.926000000000002
471,27,4,2,358,1,9373.15,1.0,0,0.0,10,0.87,19,0,645,1,8,0.47,1.88,403.75,1,1,9.0,10,50.748,Medium,12.313
472,45,7,3,991,0,40100.17,1.0,0,0.0,16,0.57,6,1,211,1,5,0.2716,1.8,104.7,1,2,3.0,5,45.228,Medium,13.543000000000001
473,25,11,2,930,1,27859.0,1.0,3,0.0,3,0.72,7,1,987,1,7,0.302,4.62,102.38,1,2,4.0,6,56.988,Medium,10.928
474,20,7,1,406,0,20129.41,0.0,1,0.0,3,0.74,3,0,671,1,9,0.0254,4.41,142.0,0,2,6.0,8,57.596000000000004,Medium,10.526000000000002
475,16,15,2,731,2,7019.89,1.0,3,0.0,16,0.61,8,0,567,1,5,0.0934,2.17,87.93,1,1,8.0,9,45.244,Medium,13.539
476,18,20,4,170,2,43332.14,0.0,1,0.0,8,0.56,5,0,122,1,5,0.3201,0.82,329.01,0,2,6.0,8,53.024,Medium,11.544
477,9,20,0,25,1,8285.02,0.0,1,0.0,18,0.92,16,0,100,1,4,0.2157,4.52,116.31,0,1,5.0,6,44.168,Medium,13.508000000000001
478,7,27,2,502,1,15834.5,0.0,1,0.0,4,0.75,2,0,150,1,6,0.259,4.5,121.98,0,1,1.0,2,56.7,Medium,10.725000000000001
479,39,3,2,435,3,14857.25,0.0,1,0.0,5,0.51,13,1,298,1,2,0.0409,4.35,56.4,0,3,9.0,12,55.704,Medium,10.949
480,20,20,0,117,1,43634.99,0.0,1,0.0,2,0.9,7,1,910,1,3,0.4187,4.3,401.94,0,2,6.0,8,58.56,Medium,10.31
481,41,0,4,903,3,33798.8,3.0,4,0.0,0,0.99,18,0,739,1,1,0.3944,2.66,415.53,1,1,7.0,8,58.596000000000004,Medium,11.101000000000003
482,34,0,3,459,2,39935.73,2.0,4,0.0,19,0.8,18,0,598,1,2,0.1008,1.3,122.91,1,3,3.0,6,42.019999999999996,Medium,14.520000000000003
483,46,13,2,320,2,12898.16,1.0,4,0.0,15,0.75,2,0,420,1,2,0.3208,2.65,382.79,1,4,2.0,6,46.2,Medium,13.325000000000001
484,42,0,0,748,0,31431.27,1.0,2,0.0,10,0.94,3,0,386,1,8,0.411,2.73,245.1,1,3,7.0,10,50.775999999999996,Medium,12.306000000000001
485,14,25,1,179,2,28801.43,5.0,3,0.0,12,0.98,6,0,393,1,8,0.324,2.7,157.82,1,2,14.0,16,46.592,Medium,14.302000000000001
486,47,8,0,555,3,41725.1,0.0,1,0.0,9,0.88,11,1,855,1,2,0.1621,2.92,329.62,0,4,2.0,6,52.251999999999995,Medium,11.712000000000002
487,30,24,1,423,1,45351.31,0.0,1,0.0,2,0.72,9,0,161,1,6,0.3315,1.66,130.32,0,2,9.0,11,58.488,Medium,10.328000000000001
488,9,11,4,260,0,1101.76,7.0,0,0.0,8,0.8,15,1,844,1,5,0.1131,2.15,390.6,1,3,8.0,11,48.92,Medium,14.320000000000002
489,42,23,3,768,3,33863.99,0.0,1,0.0,11,0.85,4,0,760,1,3,0.1659,2.45,71.43,0,4,2.0,6,50.44,Medium,12.115000000000002
490,6,17,0,790,1,3065.87,0.0,1,0.0,13,0.6,14,0,636,1,5,0.1276,1.09,481.61,0,2,8.0,10,48.54,Medium,12.540000000000001
491,41,26,2,150,0,27668.5,0.0,1,0.0,0,0.72,0,0,328,1,5,0.2829,2.55,82.34,0,3,8.0,11,60.288,Medium,9.928
492,14,26,4,283,2,14737.82,0.0,1,0.0,17,0.91,18,0,378,1,5,0.063,4.15,310.75,0,3,2.0,5,45.064,Medium,13.309000000000001
493,13,22,0,425,3,15685.44,5.0,2,0.0,16,0.83,14,0,615,1,3,0.4673,4.23,455.99,1,3,10.0,13,42.932,Medium,15.117
494,18,17,2,617,1,17971.45,0.0,1,0.0,8,0.71,3,0,569,1,3,0.1734,2.35,55.36,0,2,2.0,4,53.084,Medium,11.529000000000002
495,20,27,0,748,0,31253.98,1.0,3,0.0,8,0.83,3,1,712,1,4,0.1173,2.83,274.33,1,4,2.0,6,52.532,Medium,11.917000000000002
496,7,15,1,900,0,17035.47,7.5,3,0.0,9,0.56,0,0,471,1,7,0.2533,0.65,207.5,1,4,16.5,21,46.123999999999995,Medium,15.744
497,17,15,0,48,2,36768.6,0.0,1,0.0,18,0.7,1,0,21,1,2,0.1457,3.53,311.15,0,2,2.0,4,44.08,Medium,13.53
498,23,18,0,823,1,20524.11,0.0,1,0.0,14,0.9,3,1,165,1,10,0.2721,2.32,151.46,0,4,7.0,11,47.76,Medium,12.71
499,39,9,0,38,2,3883.48,1.0,2,0.0,4,0.61,2,1,693,1,4,0.1808,2.5,79.2,1,2,2.0,4,56.044,Medium,11.139
500,8,14,4,967,2,39296.11,0.0,1,0.0,14,0.59,10,1,486,1,4,0.0747,4.43,331.67,0,4,7.0,11,47.635999999999996,Medium,12.741000000000001
501,47,14,0,486,1,14645.04,0.0,1,0.0,19,0.98,2,0,948,1,1,0.1403,2.58,237.58,0,4,2.0,6,43.292,Medium,13.702000000000002
502,30,20,2,327,1,21921.96,5.0,2,0.0,1,0.6,15,1,410,1,10,0.2248,0.6,330.12,1,2,12.0,14,56.339999999999996,Medium,12.14
503,11,27,1,254,1,34429.47,0.0,1,0.0,12,0.63,19,0,817,1,8,0.0248,1.52,144.74,0,3,8.0,11,49.452,Medium,12.337000000000002
504,41,16,1,757,3,16956.58,0.0,1,0.0,15,0.98,8,0,186,1,1,0.3876,2.64,202.43,0,2,8.0,10,46.891999999999996,Medium,12.902000000000001
